selected_order,train_id_filtered,train_id_original,label_id,label_name,label_raw
1938,26669,26669,8,ukiyo_e,8
1939,46226,46226,5,post_impressionism,5
1940,29242,29242,0,impressionism,0
1941,27539,27539,9,renaissance,9
1942,25149,25149,8,ukiyo_e,8
1943,20794,20794,0,impressionism,0
1944,18684,18684,8,ukiyo_e,8
1945,44361,44361,6,art_nouveau,6
1946,13326,13326,6,art_nouveau,6
1947,34829,34829,4,baroque,4
1948,29952,29952,5,post_impressionism,5
1949,22771,22771,7,surrealism,7
1950,16947,16947,7,surrealism,7
1951,7708,7708,9,renaissance,9
1952,21155,21155,2,romanticism,2
1953,2360,2360,5,post_impressionism,5
1954,49375,49375,2,romanticism,2
1955,33641,33641,8,ukiyo_e,8
1956,34694,34694,0,impressionism,0
1957,49723,49723,0,impressionism,0
1958,36525,36525,6,art_nouveau,6
1959,12006,12006,2,romanticism,2
1960,31489,31489,8,ukiyo_e,8
1961,39707,39707,4,baroque,4
1962,17008,17008,1,realism,1
1963,26175,26175,7,surrealism,7
1964,30833,30833,8,ukiyo_e,8
1965,21444,21444,3,expressionism,3
1966,43179,43179,9,renaissance,9
1967,29987,29987,5,post_impressionism,5
1968,30721,30721,9,renaissance,9
1969,24787,24787,9,renaissance,9
1970,44491,44491,9,renaissance,9
1971,44778,44778,9,renaissance,9
1972,32429,32429,4,baroque,4
1973,10989,10989,0,impressionism,0
1974,22847,22847,6,art_nouveau,6
1975,6676,6676,7,surrealism,7
1976,14528,14528,5,post_impressionism,5
1977,15809,15809,1,realism,1
1978,3502,3502,9,renaissance,9
1979,11948,11948,7,surrealism,7
1980,11209,11209,0,impressionism,0
1981,4108,4108,3,expressionism,3
1982,5035,5035,5,post_impressionism,5
1983,43562,43562,9,renaissance,9
1984,18272,18272,8,ukiyo_e,8
1985,47262,47262,9,renaissance,9
1986,2522,2522,5,post_impressionism,5
1987,23166,23166,2,romanticism,2
1988,24676,24676,9,renaissance,9
1989,38153,38153,6,art_nouveau,6
1990,7168,7168,6,art_nouveau,6
1991,12365,12365,5,post_impressionism,5
1992,21082,21082,4,baroque,4
1993,43741,43741,2,romanticism,2
1994,39135,39135,2,romanticism,2
1995,33582,33582,4,baroque,4
1996,31702,31702,0,impressionism,0
1997,38237,38237,4,baroque,4
1998,22358,22358,2,romanticism,2
1999,48246,48246,7,surrealism,7
2000,5929,5929,6,art_nouveau,6
2001,38282,38282,9,renaissance,9
2002,40523,40523,5,post_impressionism,5
2003,14749,14749,5,post_impressionism,5
2004,11034,11034,1,realism,1
2005,25200,25200,7,surrealism,7
2006,29458,29458,2,romanticism,2
2007,1175,1175,0,impressionism,0
2008,38937,38937,4,baroque,4
2009,48125,48125,3,expressionism,3
2010,47642,47642,9,renaissance,9
2011,6049,6049,4,baroque,4
2012,35664,35664,3,expressionism,3
2013,38144,38144,3,expressionism,3
2014,33825,33825,8,ukiyo_e,8
2015,25386,25386,7,surrealism,7
2016,41041,41041,4,baroque,4
2017,24932,24932,3,expressionism,3
2018,9763,9763,9,renaissance,9
2019,36881,36881,6,art_nouveau,6
2020,3776,3776,4,baroque,4
2021,10003,10003,2,romanticism,2
2022,13033,13033,6,art_nouveau,6
2023,19663,19663,9,renaissance,9
2024,3037,3037,0,impressionism,0
2025,46901,46901,3,expressionism,3
2026,7063,7063,2,romanticism,2
2027,4233,4233,6,art_nouveau,6
2028,27604,27604,6,art_nouveau,6
2029,19646,19646,7,surrealism,7
2030,4982,4982,8,ukiyo_e,8
2031,21176,21176,7,surrealism,7
2032,48271,48271,1,realism,1
2033,469,469,5,post_impressionism,5
2034,12859,12859,6,art_nouveau,6
2035,33449,33449,3,expressionism,3
2036,18378,18378,3,expressionism,3
2037,25309,25309,5,post_impressionism,5
2038,24708,24708,6,art_nouveau,6
2039,29070,29070,1,realism,1
2040,4775,4775,4,baroque,4
2041,25024,25024,6,art_nouveau,6
2042,33432,33432,9,renaissance,9
2043,17075,17075,4,baroque,4
2044,18054,18054,4,baroque,4
2045,11668,11668,6,art_nouveau,6
2046,1097,1097,3,expressionism,3
2047,5370,5370,5,post_impressionism,5
2048,39072,39072,1,realism,1
2049,30513,30513,1,realism,1
2050,1282,1282,9,renaissance,9
2051,37580,37580,1,realism,1
2052,41091,41091,6,art_nouveau,6
2053,12581,12581,5,post_impressionism,5
2054,39515,39515,4,baroque,4
2055,48074,48074,3,expressionism,3
2056,15477,15477,2,romanticism,2
2057,5522,5522,9,renaissance,9
2058,23811,23811,2,romanticism,2
2059,48466,48466,6,art_nouveau,6
2060,33046,33046,1,realism,1
2061,38195,38195,0,impressionism,0
2062,21193,21193,3,expressionism,3
2063,45271,45271,6,art_nouveau,6
2064,10741,10741,3,expressionism,3
2065,48559,48559,3,expressionism,3
2066,25841,25841,6,art_nouveau,6
2067,43816,43816,7,surrealism,7
2068,842,842,0,impressionism,0
2069,10054,10054,4,baroque,4
2070,2059,2059,6,art_nouveau,6
2071,6204,6204,5,post_impressionism,5
2072,6175,6175,7,surrealism,7
2073,7365,7365,0,impressionism,0
2074,38301,38301,7,surrealism,7
2075,3919,3919,6,art_nouveau,6
2076,32633,32633,3,expressionism,3
2077,12551,12551,6,art_nouveau,6
2078,40576,40576,0,impressionism,0
2079,33748,33748,4,baroque,4
2080,9531,9531,4,baroque,4
2081,7220,7220,4,baroque,4
2082,21671,21671,0,impressionism,0
2083,16781,16781,2,romanticism,2
2084,41581,41581,8,ukiyo_e,8
2085,49612,49612,6,art_nouveau,6
2086,10389,10389,6,art_nouveau,6
2087,29212,29212,2,romanticism,2
2088,17176,17176,9,renaissance,9
2089,46988,46988,6,art_nouveau,6
2090,47498,47498,9,renaissance,9
2091,1710,1710,8,ukiyo_e,8
2092,47541,47541,6,art_nouveau,6
2093,46407,46407,9,renaissance,9
2094,26941,26941,9,renaissance,9
2095,33611,33611,8,ukiyo_e,8
2096,28107,28107,0,impressionism,0
2097,31398,31398,0,impressionism,0
2098,46192,46192,8,ukiyo_e,8
2099,3168,3168,5,post_impressionism,5
2100,48315,48315,8,ukiyo_e,8
2101,25984,25984,0,impressionism,0
2102,5046,5046,5,post_impressionism,5
2103,15712,15712,6,art_nouveau,6
2104,3210,3210,3,expressionism,3
2105,45042,45042,2,romanticism,2
2106,14085,14085,4,baroque,4
2107,14764,14764,1,realism,1
2108,44102,44102,4,baroque,4
2109,19413,19413,7,surrealism,7
2110,4348,4348,4,baroque,4
2111,12725,12725,7,surrealism,7
2112,34024,34024,6,art_nouveau,6
2113,41113,41113,3,expressionism,3
2114,37931,37931,0,impressionism,0
2115,16253,16253,0,impressionism,0
2116,42984,42984,3,expressionism,3
2117,27291,27291,4,baroque,4
2118,13912,13912,2,romanticism,2
2119,26574,26574,6,art_nouveau,6
2120,43740,43740,0,impressionism,0
2121,15673,15673,2,romanticism,2
2122,3396,3396,1,realism,1
2123,11070,11070,1,realism,1
2124,45455,45455,4,baroque,4
2125,9887,9887,0,impressionism,0
2126,22903,22903,7,surrealism,7
2127,16828,16828,9,renaissance,9
2128,20251,20251,5,post_impressionism,5
2129,43249,43249,0,impressionism,0
2130,33083,33083,8,ukiyo_e,8
2131,48498,48498,9,renaissance,9
2132,13247,13247,5,post_impressionism,5
2133,18097,18097,1,realism,1
2134,20565,20565,7,surrealism,7
2135,35974,35974,5,post_impressionism,5
2136,32459,32459,0,impressionism,0
2137,7272,7272,0,impressionism,0
2138,18874,18874,3,expressionism,3
2139,17624,17624,1,realism,1
2140,37773,37773,8,ukiyo_e,8
2141,4829,4829,9,renaissance,9
2142,4855,4855,7,surrealism,7
2143,33173,33173,1,realism,1
2144,21212,21212,9,renaissance,9
2145,16754,16754,6,art_nouveau,6
2146,32891,32891,3,expressionism,3
2147,27947,27947,2,romanticism,2
2148,15335,15335,8,ukiyo_e,8
2149,46683,46683,5,post_impressionism,5
2150,16162,16162,8,ukiyo_e,8
2151,24449,24449,8,ukiyo_e,8
2152,3570,3570,7,surrealism,7
2153,29637,29637,9,renaissance,9
2154,42039,42039,3,expressionism,3
2155,16125,16125,4,baroque,4
2156,7949,7949,5,post_impressionism,5
2157,44804,44804,0,impressionism,0
2158,34330,34330,8,ukiyo_e,8
2159,2493,2493,8,ukiyo_e,8
2160,47486,47486,9,renaissance,9
2161,13150,13150,5,post_impressionism,5
2162,33198,33198,1,realism,1
2163,17031,17031,2,romanticism,2
2164,39393,39393,1,realism,1
2165,47114,47114,7,surrealism,7
2166,14595,14595,7,surrealism,7
2167,33942,33942,5,post_impressionism,5
2168,15500,15500,2,romanticism,2
2169,11165,11165,9,renaissance,9
2170,48146,48146,2,romanticism,2
2171,29645,29645,2,romanticism,2
2172,36288,36288,8,ukiyo_e,8
2173,33599,33599,5,post_impressionism,5
2174,18442,18442,4,baroque,4
2175,6923,6923,3,expressionism,3
2176,36511,36511,4,baroque,4
2177,46481,46481,7,surrealism,7
2178,8492,8492,7,surrealism,7
2179,29050,29050,5,post_impressionism,5
2180,19647,19647,3,expressionism,3
2181,11474,11474,4,baroque,4
2182,25787,25787,6,art_nouveau,6
2183,10271,10271,1,realism,1
2184,19304,19304,7,surrealism,7
2185,28153,28153,8,ukiyo_e,8
2186,27705,27705,7,surrealism,7
2187,47008,47008,5,post_impressionism,5
2188,37284,37284,3,expressionism,3
2189,40351,40351,0,impressionism,0
2190,23678,23678,0,impressionism,0
2191,1863,1863,4,baroque,4
2192,39934,39934,0,impressionism,0
2193,2593,2593,4,baroque,4
2194,11037,11037,5,post_impressionism,5
2195,33899,33899,7,surrealism,7
2196,4976,4976,4,baroque,4
2197,13632,13632,9,renaissance,9
2198,20638,20638,2,romanticism,2
2199,33647,33647,3,expressionism,3
2200,36557,36557,0,impressionism,0
2201,22309,22309,7,surrealism,7
2202,26376,26376,1,realism,1
2203,41376,41376,0,impressionism,0
2204,28503,28503,5,post_impressionism,5
2205,34232,34232,4,baroque,4
2206,3698,3698,4,baroque,4
2207,26139,26139,8,ukiyo_e,8
2208,42602,42602,2,romanticism,2
2209,29490,29490,5,post_impressionism,5
2210,45839,45839,8,ukiyo_e,8
2211,14736,14736,1,realism,1
2212,35955,35955,5,post_impressionism,5
2213,3519,3519,8,ukiyo_e,8
2214,29413,29413,3,expressionism,3
2215,43374,43374,3,expressionism,3
2216,4962,4962,9,renaissance,9
2217,47215,47215,9,renaissance,9
2218,17770,17770,9,renaissance,9
2219,16071,16071,1,realism,1
2220,45842,45842,3,expressionism,3
2221,3885,3885,9,renaissance,9
2222,21824,21824,9,renaissance,9
2223,15724,15724,7,surrealism,7
2224,2004,2004,3,expressionism,3
2225,6056,6056,0,impressionism,0
2226,22292,22292,0,impressionism,0
2227,3136,3136,0,impressionism,0
2228,21728,21728,4,baroque,4
2229,13097,13097,5,post_impressionism,5
2230,34427,34427,8,ukiyo_e,8
2231,44343,44343,9,renaissance,9
2232,49721,49721,5,post_impressionism,5
2233,44726,44726,2,romanticism,2
2234,4315,4315,9,renaissance,9
2235,11433,11433,1,realism,1
2236,33238,33238,9,renaissance,9
2237,47412,47412,0,impressionism,0
2238,29366,29366,1,realism,1
2239,31023,31023,8,ukiyo_e,8
2240,17621,17621,1,realism,1
2241,13352,13352,6,art_nouveau,6
2242,25260,25260,7,surrealism,7
2243,4805,4805,3,expressionism,3
2244,45636,45636,1,realism,1
2245,29468,29468,9,renaissance,9
2246,30896,30896,0,impressionism,0
2247,22883,22883,1,realism,1
2248,42328,42328,5,post_impressionism,5
2249,28814,28814,0,impressionism,0
2250,34796,34796,9,renaissance,9
2251,48680,48680,5,post_impressionism,5
2252,16522,16522,6,art_nouveau,6
2253,34410,34410,0,impressionism,0
2254,30293,30293,9,renaissance,9
2255,16861,16861,7,surrealism,7
2256,37199,37199,2,romanticism,2
2257,37714,37714,4,baroque,4
2258,26361,26361,6,art_nouveau,6
2259,23392,23392,5,post_impressionism,5
2260,40906,40906,8,ukiyo_e,8
2261,36273,36273,4,baroque,4
2262,34975,34975,5,post_impressionism,5
2263,48571,48571,4,baroque,4
2264,22636,22636,4,baroque,4
2265,38160,38160,0,impressionism,0
2266,32790,32790,9,renaissance,9
2267,34515,34515,2,romanticism,2
2268,341,341,5,post_impressionism,5
2269,28851,28851,4,baroque,4
2270,15639,15639,3,expressionism,3
2271,7481,7481,3,expressionism,3
2272,22172,22172,7,surrealism,7
2273,16235,16235,4,baroque,4
2274,34439,34439,6,art_nouveau,6
2275,9303,9303,9,renaissance,9
2276,31763,31763,0,impressionism,0
2277,4408,4408,8,ukiyo_e,8
2278,15127,15127,6,art_nouveau,6
2279,20465,20465,9,renaissance,9
2280,15178,15178,4,baroque,4
2281,16048,16048,0,impressionism,0
2282,22269,22269,5,post_impressionism,5
2283,48938,48938,8,ukiyo_e,8
2284,19681,19681,9,renaissance,9
2285,18683,18683,9,renaissance,9
2286,35535,35535,9,renaissance,9
2287,16107,16107,1,realism,1
2288,13759,13759,6,art_nouveau,6
2289,24493,24493,4,baroque,4
2290,33814,33814,2,romanticism,2
2291,38796,38796,3,expressionism,3
2292,9828,9828,2,romanticism,2
2293,37810,37810,7,surrealism,7
2294,45297,45297,2,romanticism,2
2295,36296,36296,9,renaissance,9
2296,19138,19138,8,ukiyo_e,8
2297,28889,28889,3,expressionism,3
2298,11429,11429,0,impressionism,0
2299,8473,8473,4,baroque,4
2300,31428,31428,5,post_impressionism,5
2301,25229,25229,2,romanticism,2
2302,48133,48133,3,expressionism,3
2303,5343,5343,2,romanticism,2
2304,6429,6429,7,surrealism,7
2305,10098,10098,6,art_nouveau,6
2306,32319,32319,9,renaissance,9
2307,19891,19891,3,expressionism,3
2308,7468,7468,3,expressionism,3
2309,34029,34029,1,realism,1
2310,38247,38247,6,art_nouveau,6
2311,9620,9620,5,post_impressionism,5
2312,24560,24560,3,expressionism,3
2313,5297,5297,7,surrealism,7
2314,10439,10439,2,romanticism,2
2315,18110,18110,6,art_nouveau,6
2316,9561,9561,6,art_nouveau,6
2317,48360,48360,0,impressionism,0
2318,7456,7456,7,surrealism,7
2319,8663,8663,2,romanticism,2
2320,43405,43405,9,renaissance,9
2321,13506,13506,3,expressionism,3
2322,6890,6890,3,expressionism,3
2323,46830,46830,5,post_impressionism,5
2324,46703,46703,2,romanticism,2
2325,39126,39126,8,ukiyo_e,8
2326,38472,38472,6,art_nouveau,6
2327,6193,6193,0,impressionism,0
2328,33180,33180,4,baroque,4
2329,4252,4252,3,expressionism,3
2330,15953,15953,3,expressionism,3
2331,30520,30520,0,impressionism,0
2332,22807,22807,4,baroque,4
2333,21583,21583,2,romanticism,2
2334,2418,2418,2,romanticism,2
2335,43473,43473,8,ukiyo_e,8
2336,24109,24109,2,romanticism,2
2337,36560,36560,3,expressionism,3
2338,31405,31405,7,surrealism,7
2339,29905,29905,6,art_nouveau,6
2340,1954,1954,0,impressionism,0
2341,35071,35071,2,romanticism,2
2342,45790,45790,0,impressionism,0
2343,10657,10657,8,ukiyo_e,8
2344,3025,3025,3,expressionism,3
2345,27391,27391,7,surrealism,7
2346,13970,13970,4,baroque,4
2347,2116,2116,1,realism,1
2348,44218,44218,1,realism,1
2349,18633,18633,1,realism,1
2350,7920,7920,5,post_impressionism,5
2351,31122,31122,6,art_nouveau,6
2352,7342,7342,4,baroque,4
2353,22167,22167,0,impressionism,0
2354,14131,14131,8,ukiyo_e,8
2355,2868,2868,9,renaissance,9
2356,3653,3653,9,renaissance,9
2357,21994,21994,9,renaissance,9
2358,22371,22371,2,romanticism,2
2359,26473,26473,6,art_nouveau,6
2360,9736,9736,4,baroque,4
2361,49793,49793,0,impressionism,0
2362,26600,26600,4,baroque,4
2363,25541,25541,4,baroque,4
2364,38905,38905,9,renaissance,9
2365,15085,15085,2,romanticism,2
2366,40412,40412,2,romanticism,2
2367,18278,18278,0,impressionism,0
2368,18289,18289,9,renaissance,9
2369,2969,2969,5,post_impressionism,5
2370,28556,28556,5,post_impressionism,5
2371,6835,6835,0,impressionism,0
2372,45467,45467,1,realism,1
2373,13579,13579,6,art_nouveau,6
2374,32128,32128,9,renaissance,9
2375,23443,23443,3,expressionism,3
2376,144,144,9,renaissance,9
2377,29706,29706,0,impressionism,0
2378,9877,9877,7,surrealism,7
2379,17581,17581,1,realism,1
2380,33251,33251,1,realism,1
2381,16344,16344,9,renaissance,9
2382,24103,24103,1,realism,1
2383,47234,47234,0,impressionism,0
2384,4622,4622,8,ukiyo_e,8
2385,40552,40552,6,art_nouveau,6
2386,1253,1253,1,realism,1
2387,13075,13075,9,renaissance,9
2388,28364,28364,7,surrealism,7
2389,7143,7143,2,romanticism,2
2390,17838,17838,5,post_impressionism,5
2391,31492,31492,7,surrealism,7
2392,30168,30168,7,surrealism,7
2393,41840,41840,0,impressionism,0
2394,40084,40084,1,realism,1
2395,12800,12800,7,surrealism,7
2396,6194,6194,6,art_nouveau,6
2397,13685,13685,5,post_impressionism,5
2398,23379,23379,2,romanticism,2
2399,27063,27063,8,ukiyo_e,8
2400,34162,34162,7,surrealism,7
2401,45520,45520,7,surrealism,7
2402,16542,16542,2,romanticism,2
2403,14563,14563,3,expressionism,3
2404,26765,26765,5,post_impressionism,5
2405,49615,49615,8,ukiyo_e,8
2406,10853,10853,8,ukiyo_e,8
2407,29180,29180,4,baroque,4
2408,39362,39362,9,renaissance,9
2409,38959,38959,9,renaissance,9
2410,12371,12371,8,ukiyo_e,8
2411,44509,44509,5,post_impressionism,5
2412,28232,28232,4,baroque,4
2413,12123,12123,3,expressionism,3
2414,17311,17311,7,surrealism,7
2415,33817,33817,9,renaissance,9
2416,3617,3617,2,romanticism,2
2417,1121,1121,5,post_impressionism,5
2418,48745,48745,1,realism,1
2419,26185,26185,1,realism,1
2420,31588,31588,9,renaissance,9
2421,43813,43813,7,surrealism,7
2422,24803,24803,0,impressionism,0
2423,28452,28452,4,baroque,4
2424,35351,35351,3,expressionism,3
2425,32605,32605,6,art_nouveau,6
2426,31577,31577,4,baroque,4
2427,32897,32897,0,impressionism,0
2428,21748,21748,7,surrealism,7
2429,10210,10210,4,baroque,4
2430,30478,30478,2,romanticism,2
2431,24526,24526,8,ukiyo_e,8
2432,39453,39453,7,surrealism,7
2433,48002,48002,1,realism,1
2434,21365,21365,5,post_impressionism,5
2435,22815,22815,1,realism,1
2436,33753,33753,2,romanticism,2
2437,41619,41619,4,baroque,4
2438,20330,20330,8,ukiyo_e,8
2439,27651,27651,5,post_impressionism,5
2440,16033,16033,3,expressionism,3
2441,45693,45693,5,post_impressionism,5
2442,43867,43867,1,realism,1
2443,7879,7879,6,art_nouveau,6
2444,2084,2084,7,surrealism,7
2445,36920,36920,3,expressionism,3
2446,12687,12687,0,impressionism,0
2447,13321,13321,2,romanticism,2
2448,17832,17832,6,art_nouveau,6
2449,32610,32610,2,romanticism,2
2450,46168,46168,0,impressionism,0
2451,45417,45417,1,realism,1
2452,4035,4035,5,post_impressionism,5
2453,23656,23656,3,expressionism,3
2454,19012,19012,0,impressionism,0
2455,44033,44033,0,impressionism,0
2456,399,399,2,romanticism,2
2457,28160,28160,0,impressionism,0
2458,17436,17436,0,impressionism,0
2459,41095,41095,5,post_impressionism,5
2460,22494,22494,1,realism,1
2461,30822,30822,1,realism,1
2462,20050,20050,5,post_impressionism,5
2463,40022,40022,6,art_nouveau,6
2464,12759,12759,9,renaissance,9
2465,31166,31166,6,art_nouveau,6
2466,6467,6467,7,surrealism,7
2467,32237,32237,2,romanticism,2
2468,1372,1372,2,romanticism,2
2469,38358,38358,1,realism,1
2470,926,926,6,art_nouveau,6
2471,35817,35817,3,expressionism,3
2472,10115,10115,5,post_impressionism,5
2473,8318,8318,6,art_nouveau,6
2474,26072,26072,8,ukiyo_e,8
2475,29729,29729,1,realism,1
2476,9625,9625,9,renaissance,9
2477,3785,3785,2,romanticism,2
2478,20885,20885,1,realism,1
2479,6904,6904,3,expressionism,3
2480,6478,6478,7,surrealism,7
2481,27148,27148,7,surrealism,7
2482,33657,33657,9,renaissance,9
2483,38899,38899,4,baroque,4
2484,26816,26816,9,renaissance,9
2485,35546,35546,7,surrealism,7
2486,41571,41571,4,baroque,4
2487,24447,24447,3,expressionism,3
2488,30245,30245,0,impressionism,0
2489,22557,22557,8,ukiyo_e,8
2490,45578,45578,6,art_nouveau,6
2491,17735,17735,9,renaissance,9
2492,25980,25980,3,expressionism,3
2493,5864,5864,0,impressionism,0
2494,6529,6529,3,expressionism,3
2495,10536,10536,2,romanticism,2
2496,28212,28212,5,post_impressionism,5
2497,7360,7360,8,ukiyo_e,8
2498,38902,38902,3,expressionism,3
2499,12510,12510,6,art_nouveau,6
2500,10453,10453,5,post_impressionism,5
2501,18377,18377,2,romanticism,2
2502,20737,20737,1,realism,1
2503,43335,43335,4,baroque,4
2504,8393,8393,2,romanticism,2
2505,21102,21102,3,expressionism,3
2506,1162,1162,1,realism,1
2507,2531,2531,2,romanticism,2
2508,7844,7844,8,ukiyo_e,8
2509,26047,26047,5,post_impressionism,5
2510,39016,39016,5,post_impressionism,5
2511,41842,41842,5,post_impressionism,5
2512,12702,12702,6,art_nouveau,6
2513,33512,33512,1,realism,1
2514,19802,19802,2,romanticism,2
2515,5751,5751,0,impressionism,0
2516,34355,34355,6,art_nouveau,6
2517,30769,30769,1,realism,1
2518,36492,36492,2,romanticism,2
2519,25057,25057,6,art_nouveau,6
2520,15821,15821,4,baroque,4
2521,28283,28283,8,ukiyo_e,8
2522,13650,13650,1,realism,1
2523,40570,40570,2,romanticism,2
2524,17172,17172,3,expressionism,3
2525,12283,12283,1,realism,1
2526,35460,35460,7,surrealism,7
2527,34059,34059,3,expressionism,3
2528,35235,35235,6,art_nouveau,6
2529,26633,26633,0,impressionism,0
2530,24470,24470,4,baroque,4
2531,18415,18415,3,expressionism,3
2532,18954,18954,6,art_nouveau,6
2533,37193,37193,8,ukiyo_e,8
2534,20718,20718,6,art_nouveau,6
2535,37400,37400,5,post_impressionism,5
2536,3263,3263,2,romanticism,2
2537,46179,46179,3,expressionism,3
2538,31125,31125,2,romanticism,2
2539,42232,42232,6,art_nouveau,6
2540,43713,43713,3,expressionism,3
2541,7024,7024,6,art_nouveau,6
2542,17498,17498,1,realism,1
2543,29712,29712,0,impressionism,0
2544,32787,32787,7,surrealism,7
2545,15107,15107,2,romanticism,2
2546,2476,2476,0,impressionism,0
2547,48077,48077,5,post_impressionism,5
2548,11348,11348,0,impressionism,0
2549,29034,29034,2,romanticism,2
2550,1911,1911,2,romanticism,2
2551,27727,27727,9,renaissance,9
2552,36499,36499,9,renaissance,9
2553,42093,42093,3,expressionism,3
2554,49530,49530,6,art_nouveau,6
2555,27311,27311,7,surrealism,7
2556,14598,14598,3,expressionism,3
2557,12074,12074,9,renaissance,9
2558,41320,41320,2,romanticism,2
2559,28987,28987,2,romanticism,2
2560,2098,2098,3,expressionism,3
2561,19533,19533,7,surrealism,7
2562,34939,34939,2,romanticism,2
2563,8023,8023,2,romanticism,2
2564,13253,13253,3,expressionism,3
2565,1985,1985,6,art_nouveau,6
2566,26011,26011,8,ukiyo_e,8
2567,3335,3335,5,post_impressionism,5
2568,26620,26620,4,baroque,4
2569,11744,11744,0,impressionism,0
2570,18476,18476,4,baroque,4
2571,47611,47611,8,ukiyo_e,8
2572,25536,25536,3,expressionism,3
2573,20864,20864,5,post_impressionism,5
2574,43446,43446,7,surrealism,7
2575,8006,8006,5,post_impressionism,5
2576,29076,29076,0,impressionism,0
2577,43720,43720,1,realism,1
2578,23000,23000,7,surrealism,7
2579,28193,28193,9,renaissance,9
2580,21512,21512,7,surrealism,7
2581,21024,21024,7,surrealism,7
2582,15294,15294,9,renaissance,9
2583,11661,11661,7,surrealism,7
2584,31718,31718,7,surrealism,7
2585,42115,42115,5,post_impressionism,5
2586,28241,28241,1,realism,1
2587,43151,43151,5,post_impressionism,5
2588,9694,9694,3,expressionism,3
2589,25565,25565,1,realism,1
2590,34444,34444,0,impressionism,0
2591,14109,14109,2,romanticism,2
2592,12958,12958,5,post_impressionism,5
2593,23314,23314,7,surrealism,7
2594,17926,17926,0,impressionism,0
2595,20413,20413,4,baroque,4
2596,22458,22458,7,surrealism,7
2597,44362,44362,9,renaissance,9
2598,5676,5676,3,expressionism,3
2599,43366,43366,4,baroque,4
2600,33871,33871,0,impressionism,0
2601,609,609,2,romanticism,2
2602,30920,30920,3,expressionism,3
2603,25259,25259,1,realism,1
2604,30393,30393,8,ukiyo_e,8
2605,38325,38325,2,romanticism,2
2606,44288,44288,9,renaissance,9
2607,48464,48464,8,ukiyo_e,8
2608,9289,9289,1,realism,1
2609,26406,26406,2,romanticism,2
2610,28058,28058,5,post_impressionism,5
2611,22295,22295,7,surrealism,7
2612,22051,22051,6,art_nouveau,6
2613,44451,44451,9,renaissance,9
2614,12512,12512,0,impressionism,0
2615,48575,48575,9,renaissance,9
2616,18775,18775,4,baroque,4
2617,15714,15714,3,expressionism,3
2618,7976,7976,6,art_nouveau,6
2619,33175,33175,2,romanticism,2
2620,47634,47634,0,impressionism,0
2621,8344,8344,1,realism,1
2622,30589,30589,8,ukiyo_e,8
2623,11897,11897,0,impressionism,0
2624,25495,25495,5,post_impressionism,5
2625,22321,22321,5,post_impressionism,5
2626,17679,17679,1,realism,1
2627,12469,12469,3,expressionism,3
2628,4657,4657,1,realism,1
2629,48393,48393,4,baroque,4
2630,1687,1687,2,romanticism,2
2631,22181,22181,6,art_nouveau,6
2632,12791,12791,0,impressionism,0
2633,8040,8040,3,expressionism,3
2634,31061,31061,9,renaissance,9
2635,35026,35026,2,romanticism,2
2636,14829,14829,4,baroque,4
2637,38848,38848,2,romanticism,2
2638,20062,20062,0,impressionism,0
2639,28277,28277,3,expressionism,3
2640,34547,34547,0,impressionism,0
2641,10904,10904,9,renaissance,9
2642,19220,19220,1,realism,1
2643,24429,24429,0,impressionism,0
2644,47349,47349,9,renaissance,9
2645,18111,18111,7,surrealism,7
2646,3541,3541,0,impressionism,0
2647,25562,25562,4,baroque,4
2648,6759,6759,6,art_nouveau,6
2649,33829,33829,2,romanticism,2
2650,21275,21275,7,surrealism,7
2651,38232,38232,2,romanticism,2
2652,14350,14350,5,post_impressionism,5
2653,1226,1226,8,ukiyo_e,8
2654,9159,9159,7,surrealism,7
2655,25665,25665,5,post_impressionism,5
2656,20544,20544,5,post_impressionism,5
2657,4119,4119,2,romanticism,2
2658,277,277,5,post_impressionism,5
2659,19036,19036,4,baroque,4
2660,20046,20046,4,baroque,4
2661,38648,38648,1,realism,1
2662,37312,37312,8,ukiyo_e,8
2663,853,853,6,art_nouveau,6
2664,43086,43086,2,romanticism,2
2665,46493,46493,0,impressionism,0
2666,19535,19535,0,impressionism,0
2667,16463,16463,6,art_nouveau,6
2668,36746,36746,8,ukiyo_e,8
2669,29860,29860,3,expressionism,3
2670,884,884,0,impressionism,0
2671,47842,47842,3,expressionism,3
2672,21461,21461,1,realism,1
2673,9403,9403,7,surrealism,7
2674,33415,33415,1,realism,1
2675,40743,40743,4,baroque,4
2676,23976,23976,7,surrealism,7
2677,28139,28139,2,romanticism,2
2678,46078,46078,8,ukiyo_e,8
2679,20717,20717,6,art_nouveau,6
2680,27647,27647,3,expressionism,3
2681,29970,29970,0,impressionism,0
2682,24242,24242,6,art_nouveau,6
2683,3035,3035,0,impressionism,0
2684,6976,6976,0,impressionism,0
2685,31765,31765,4,baroque,4
2686,23701,23701,4,baroque,4
2687,22077,22077,2,romanticism,2
2688,19235,19235,6,art_nouveau,6
2689,19892,19892,8,ukiyo_e,8
2690,36414,36414,9,renaissance,9
2691,43915,43915,9,renaissance,9
2692,14697,14697,3,expressionism,3
2693,28275,28275,7,surrealism,7
2694,49861,49861,9,renaissance,9
2695,49924,49924,1,realism,1
2696,49959,49959,2,romanticism,2
2697,10092,10092,9,renaissance,9
2698,47576,47576,8,ukiyo_e,8
